x,y
550,3.60277670693036
560,4.07340061773853
570,4.47213595499958
580,4.81663783151692
590,5.26503892869131
600,5.60843520552261
610,5.90185428979495
618,6.1454590281497
626,6.44297573637543
633,6.68091426263018
642,6.80539733122328
649,7.01864985471797
655,7.35361009269249
664,7.48806457711945
673,7.65611709891235
684,7.8278349497163
693,7.96515297855798
703,8.13416903453284
717,8.2244458435789
728,8.33612074594107
738,8.36156620937036
749,8.44768645299377
760,8.50072320934915
771,8.53126016482911
781,8.55679554506242
792,8.48528137423857
803,8.41741891416072
813,8.30766310023766
824,8.27485585594213
834,8.38839348315372
846,8.89368095760185
856,8.744674569893
867,8.92120455011542
878,9.10924193517008
888,9.22647384155356
899,9.25591863096097
910,9.30381511046711
920,9.35768481304222
931,9.35726099525568
941,9.35738529716121
951,9.36296485371
963,9.30788258416983
974,9.28347436239107
985,9.24701725272281
995,9.25220795028448
1177,8.0111898373177
1188,7.92844210263008
1199,7.80618936800646
1210,7.71415560650104
1220,7.62019079106998
1231,7.53759806671758
1242,7.45196153836228
1253,7.36671754787852
1263,7.31693735481829
1274,7.19017042389384
1284,7.14570540412907
1295,7.05059460994188
1306,6.94811230417584
1317,6.89160010786926
1327,6.83025210003262
1338,6.75974925643056
1349,6.6193613651084
1359,6.49749610398512
1370,6.47814812751726
1381,6.38275019094434
1391,6.24708348785323
1402,6.23425435953289
1413,6.13060889979401
1424,6.08712257347343
1431,5.98733325523162
1442,5.904915984744
1452,5.85555072838148
1463,5.70037877529364
1474,5.6783580373203
1485,5.57669045579819
1495,5.53957057047414
1506,5.42978265518425
1517,5.32851275013415
1527,5.28895645140207
1538,5.16621764661868
1549,5.11411179321993
1559,5.06929997117967
1570,5.0182190191236
1581,4.88780796131217
1592,4.80874436275923
1602,4.74341649025257
1613,4.68461078759938
1624,4.61205709147601
1634,4.54530198281066
1645,4.46858009802729
1656,4.38814470516736
1666,4.29743078112412
1677,4.21136618811376
1688,4.11822909449007
1699,4.02255545405559
1709,3.92264641051737
1720,3.94711415402792
1731,3.96690857423809
1741,3.90270492233452
1752,3.86731141246417
1763,3.7901431615686
1773,3.70685176396359
1784,3.67629589602789
1795,3.57160260634704
1806,3.46987031457949
1816,3.42952737721805
1827,3.2761301440307
1838,3.18706266349638
1848,3.1310882338017
1859,3.06902807633513
1870,2.96997554147861
1880,2.85126809152169
1891,2.78388218141501
1902,2.75636003837616
1913,2.57727784903202
1923,2.53885999138706
1934,2.39171103817766
1945,2.35399884054996
1955,2.30686654096468
1966,2.20085622336899
1977,2.11971267349653
1987,2.02557395631643
1998,1.93649167310371
2009,1.83262397624223
2020,1.71822806760561
2030,1.63181146030272
2041,1.43975366816688
2052,1.33211422253754
2062,1.17246179752974
2073,0.998315889578352
2084,0.821239098532169
